search URL:,https://patents.google.com/?assignee=Audi+AG%0A&after=priority:20130101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10189482-B2,"Apparatus, system and method for personalized settings for driver assistance systems ","Volkswagen Aktiengesellschaft, Audi Ag",Markus b. Huber,2016-06-28,2016-06-28,2019-01-29,2019-01-29,https://patents.google.com/patent/US10189482B2/en,https://patentimages.storage.googleapis.com/ab/2d/86/5270c075dda9b8/US10189482-20190129-D00000.png
EP-2869282-B1,Driver behavior based parking availability prediction system and method ,"Volkswagen Aktiengesellschaft, Audi Ag",Stefan Sellschopp,2013-11-04,2014-10-30,2019-01-30,2019-01-30,https://patents.google.com/patent/EP2869282B1/en,https://patentimages.storage.googleapis.com/76/be/48/40c25eaf74550e/imgf0001.png
US-9272711-B1,Congestion-friendly adaptive cruise control ,"Volkswagen Ag, Audi Ag",Sayanan Sivaraman,2014-12-31,2014-12-31,2016-03-01,2016-03-01,https://patents.google.com/patent/US9272711B1/en,https://patentimages.storage.googleapis.com/73/5b/c3/1efd32e40968f5/US09272711-20160301-D00000.png
US-9464908-B2,"Apparatus, system and method for clustering points of interest in a navigation system ","Volkswagen Ag, Audi Ag","Peter Oel, Henry Chen, Chuhee LEE",2014-09-10,2014-09-10,2016-10-11,2016-10-11,https://patents.google.com/patent/US9464908B2/en,https://patentimages.storage.googleapis.com/c4/f6/b0/95418a8975b138/US09464908-20161011-D00000.png
US-9013286-B2,Driver assistance system for displaying surroundings of a vehicle ,"Volkswagen Ag, Audi Ag","Henry Chen, Anh Vu",2013-09-23,2013-09-23,2015-04-21,2015-04-21,https://patents.google.com/patent/US9013286B2/en,https://patentimages.storage.googleapis.com/10/2b/b4/f750b2142c415f/US09013286-20150421-D00001.png
US-9619721-B2,Monitoring a degree of attention of a driver of a vehicle ,"Volkswagen Ag, Audi Ag","Nico Bogner, Gordon Groβkopf, Andreas ZACHMAYER, Robert Büthorn, Stefan Brosig, Hendrik Franke, Asem ELTAHER",2014-10-14,2015-10-14,2017-04-11,2017-04-11,https://patents.google.com/patent/US9619721B2/en,https://patentimages.storage.googleapis.com/6b/82/47/4f243cf96bcac5/US09619721-20170411-D00000.png
US-9333983-B2,Dual-state steering wheel/input device ,"Volkswagen Ag, Audi Ag","William Brian LATHROP, James Leigh TOGGWEILER, Erik Robert GLASER, Nathaniel Robert COSER, Bryan GRANT",2013-03-15,2013-06-11,2016-05-10,2016-05-10,https://patents.google.com/patent/US9333983B2/en,https://patentimages.storage.googleapis.com/ea/5a/49/d0102f3ca522b3/US09333983-20160510-D00000.png
US-9244527-B2,"System, components and methodologies for gaze dependent gesture input control ","Volkswagen Ag, Audi Ag","William Brian LATHROP, Maria Esther MEJIA GONZALEZ, Bryan GRANT, Heiko Maiwand",2013-03-26,2013-03-26,2016-01-26,2016-01-26,https://patents.google.com/patent/US9244527B2/en,https://patentimages.storage.googleapis.com/eb/3d/ca/c5ed281cd2dd13/US09244527-20160126-D00000.png
US-9959624-B2,Early detection of turning condition identification using perception technology ,"Volkswagen Ag, Audi Ag","Kaushik Raghu, Schmidts BEATRIX",2014-12-22,2016-01-15,2018-05-01,2018-05-01,https://patents.google.com/patent/US9959624B2/en,https://patentimages.storage.googleapis.com/dc/84/da/d19b3dc8369d96/US09959624-20180501-D00000.png
US-9076336-B2,Personalized parking assistant ,"Volkswagen Ag, Audi Ag","Mario Tippelhofer, Jaime Camhi",2013-03-15,2013-03-15,2015-07-07,2015-07-07,https://patents.google.com/patent/US9076336B2/en,https://patentimages.storage.googleapis.com/38/1d/83/564b1b09fe99f9/US09076336-20150707-D00000.png
US-10145702-B2,Situation-aware route and destination predictions ,"Volkswagen Aktiengesellschaft, Audi Ag",Simon Gerlach,2014-06-09,2016-09-12,2018-12-04,2018-12-04,https://patents.google.com/patent/US10145702B2/en,https://patentimages.storage.googleapis.com/8e/1a/72/e4ff7e9f0143ba/US10145702-20181204-D00000.png
US-D860868-S,Motor vehicle ,Volkswagen Aktiengesellschaft,"Klaus Bischoff, Cihan Akcay",2018-02-23,2018-07-12,2019-09-24,2019-09-24,https://patents.google.com/patent/USD860868S1/en,https://patentimages.storage.googleapis.com/1a/77/87/0611fbb5e05e44/USD0860868-20190924-D00000.png
US-9803993-B2,Interactive 3D navigation system ,"Volkswagen Ag, Audi Ag","Julia NGUYEN KIM, Gerardo Alberto ROSSANO",2015-02-06,2016-08-05,2017-10-31,2017-10-31,https://patents.google.com/patent/US9803993B2/en,https://patentimages.storage.googleapis.com/87/f7/65/dda67bd489d7c4/US09803993-20171031-D00000.png
EP-3104284-B1,Automatic labeling and learning of driver yield intention ,"Volkswagen Aktiengesellschaft, Audi Ag","Somudro Gupta, Philipp Alexander Martinek, Wilko Schwarting, Jason Scott Hardy, Bryant Mairs",2015-06-12,2016-05-26,2021-01-06,2021-01-06,https://patents.google.com/patent/EP3104284B1/en,https://patentimages.storage.googleapis.com/6e/ed/b3/50daf193598754/imgf0001.png
US-10183679-B2,"Apparatus, system and method for personalized settings for driver assistance systems ","Volkswagen Aktiengesellschaft, Audi Ag",Markus b. Huber,2016-06-28,2016-07-20,2019-01-22,2019-01-22,https://patents.google.com/patent/US10183679B2/en,https://patentimages.storage.googleapis.com/a5/ab/11/632d540a044193/US10183679-20190122-D00000.png
US-9870665-B2,"Apparatus, system and method for vehicle access and function control utilizing a portable device ","Volkswagen Aktiengesellschaft, Audi Ag","Heiko Maiwand, Martin Roehder, Payton White, Jaime Camhi",2016-06-03,2016-09-09,2018-01-16,2018-01-16,https://patents.google.com/patent/US9870665B2/en,https://patentimages.storage.googleapis.com/ab/2b/e2/b841dca4cf5904/US09870665-20180116-D00000.png
US-10386855-B2,Method and device for the decentralized coordination of driving maneuvers ,"Volkswagen Aktiengesellschaft, Audi Ag","Bernd Lehmann, Sandra KLEINAU, Jan-Niklas Meier, Bernd Rech, Teodor Buburuzan, Stefan Gläser, Hendrik-Jörn Günther, Monique Engel, Patrick Pascheka",2015-11-06,2016-10-12,2019-08-20,2019-08-20,https://patents.google.com/patent/US10386855B2/en,https://patentimages.storage.googleapis.com/62/b6/13/becdc521b46068/US10386855-20190820-D00000.png
US-9902368-B2,"Apparatus, system and method for vehicle access and function control utilizing a portable device ","Volkswagen Aktiengesellschaft, Audi Ag","Heiko Maiwand, Martin Roehder, Payton White, Jaime Camhi",2016-06-03,2017-08-31,2018-02-27,2018-02-27,https://patents.google.com/patent/US9902368B2/en,https://patentimages.storage.googleapis.com/d4/87/ce/97d06300b8344d/US09902368-20180227-D00000.png
US-10152638-B2,Early detection of exit only and shared lanes using perception technology ,"Volkswagen Ag, Audi Ag","Kaushik Raghu, Mohammadhossein DARAEI, Premkumar Natarajan, Norman LOPEZ",2014-12-22,2018-06-20,2018-12-11,2018-12-11,https://patents.google.com/patent/US10152638B2/en,https://patentimages.storage.googleapis.com/af/f8/d5/399168c4a905cd/US10152638-20181211-D00000.png
US-10032212-B2,System and method for location based secure ordering and payment ,"Audi Ag, Volkswagen Ag","Dominic WINKELMAN, Stefan Sellschopp",2013-11-04,2013-11-04,2018-07-24,2018-07-24,https://patents.google.com/patent/US10032212B2/en,https://patentimages.storage.googleapis.com/f7/72/8f/41d39713e47b83/US10032212-20180724-D00000.png
US-9865112-B2,"Apparatus, system and method for dynamic identification for vehicle access ","Volkswagen Aktiengesellschaft, Audi Ag","Heiko Maiwand, Martin Roehder, Payton White, Jaime Camhi",2016-06-03,2016-06-03,2018-01-09,2018-01-09,https://patents.google.com/patent/US9865112B2/en,https://patentimages.storage.googleapis.com/ca/01/ae/d81884974456ff/US09865112-20180109-D00000.png
US-10166978-B2,Method for automatically parking a vehicle and associated control device ,Audi Ag,Stephan Lorenz,2014-02-05,2014-12-11,2019-01-01,2019-01-01,https://patents.google.com/patent/US10166978B2/en,https://patentimages.storage.googleapis.com/d1/99/4c/142673f800791c/US10166978-20190101-D00000.png
US-9579963-B2,Motor vehicle having structurally integrated battery elements ,Audi Ag,Johannes Landgraf,2014-01-31,2014-11-05,2017-02-28,2017-02-28,https://patents.google.com/patent/US9579963B2/en,https://patentimages.storage.googleapis.com/e9/69/33/689129e779b63c/US09579963-20170228-D00000.png
US-D823723-S,Motor vehicle or replica thereof ,Audi Ag,Christian Brendel,2016-03-29,2016-09-27,2018-07-24,2018-07-24,https://patents.google.com/patent/USD823723S1/en,https://patentimages.storage.googleapis.com/2e/ba/75/f431d3378dcae7/USD0823723-20180724-D00000.png
US-D844574-S,Remote control ,Audi Ag,Maximilian Kandler,2016-11-22,2017-05-17,2019-04-02,2019-04-02,https://patents.google.com/patent/USD844574S1/en,https://patentimages.storage.googleapis.com/e8/72/a5/b2db199707dd0b/USD0844574-20190402-D00000.png
US-D908581-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2019-08-19,2019-11-08,2021-01-26,2021-01-26,https://patents.google.com/patent/USD908581S1/en,https://patentimages.storage.googleapis.com/3e/9b/35/a600f45f6ad4ef/USD0908581-20210126-D00000.png
US-D795778-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-03-21,2016-09-20,2017-08-29,2017-08-29,https://patents.google.com/patent/USD795778S1/en,https://patentimages.storage.googleapis.com/3e/7c/36/19587e836a01d6/USD0795778-20170829-D00000.png
US-10867588-B2,Instrument cluster having a deformable display ,Audi Ag,"Jacques Hélot, Joris Mertens, Immo Redeker",2017-01-20,2017-12-13,2020-12-15,2020-12-15,https://patents.google.com/patent/US10867588B2/en,https://patentimages.storage.googleapis.com/50/29/d0/f96dbead468f69/US10867588-20201215-D00000.png
US-10479294-B2,Circuit arrangement ,Audi Ag,"Thomas Rinkleff, David Krause",2016-02-03,2017-02-02,2019-11-19,2019-11-19,https://patents.google.com/patent/US10479294B2/en,https://patentimages.storage.googleapis.com/f3/1a/73/bac7909ab58609/US10479294-20191119-D00000.png
US-D847719-S,Vehicle wheel rim ,Audi Ag,Albert Rosello Visa,2018-03-19,2018-04-17,2019-05-07,2019-05-07,https://patents.google.com/patent/USD847719S1/en,https://patentimages.storage.googleapis.com/6b/cc/71/80f7e1f221fc1d/USD0847719-20190507-D00000.png
US-D804362-S,"Motor vehicle, toy and/or replicas thereof ",Audi Ag,"Helmut Jung, Dany Garand",2016-03-02,2016-08-30,2017-12-05,2017-12-05,https://patents.google.com/patent/USD804362S1/en,https://patentimages.storage.googleapis.com/02/22/ec/042ebf24d70a7d/USD0804362-20171205-D00000.png
US-D825407-S,Radiator grill for a vehicle ,Audi Ag,Sascha Heyde,2017-02-15,2017-06-19,2018-08-14,2018-08-14,https://patents.google.com/patent/USD825407S1/en,https://patentimages.storage.googleapis.com/af/93/58/dbea625a4b2a34/USD0825407-20180814-D00000.png
US-10990103-B2,"Method for operating a vehicle system designed to determine a trajectory to be followed and/or to perform driving interventions, method for operating a control system, and motor vehicle ",Audi Ag,"Lukas Rottkamp, Florian Haubner",2016-06-21,2017-05-29,2021-04-27,2021-04-27,https://patents.google.com/patent/US10990103B2/en,https://patentimages.storage.googleapis.com/73/eb/94/fc6feb3ea2957c/US10990103-20210427-D00000.png
US-D818927-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-08-09,2017-02-08,2018-05-29,2018-05-29,https://patents.google.com/patent/USD818927S1/en,https://patentimages.storage.googleapis.com/c2/1d/b0/f1c1721fe65ca1/USD0818927-20180529-D00000.png
US-10882387-B2,Hybrid drive train for a hybrid-drive motor vehicle ,Audi Ag,Steffen Hummel,2016-10-26,2017-10-24,2021-01-05,2021-01-05,https://patents.google.com/patent/US10882387B2/en,https://patentimages.storage.googleapis.com/a0/21/92/b9216183703367/US10882387-20210105-D00000.png
US-D801862-S,"Motor vehicle, toy and/or replicas thereof ",Audi Ag,Christian Brendel,2016-03-29,2016-09-27,2017-11-07,2017-11-07,https://patents.google.com/patent/USD801862S1/en,https://patentimages.storage.googleapis.com/c2/f5/1b/606999c73ba778/USD0801862-20171107-D00000.png
US-10474151-B2,"Method for guiding a vehicle system in a fully automated manner, and motor vehicle ",Audi Ag,Florian Netter,2016-01-19,2016-12-13,2019-11-12,2019-11-12,https://patents.google.com/patent/US10474151B2/en,https://patentimages.storage.googleapis.com/60/0d/5c/4aa90f6eed1967/US10474151-20191112-D00000.png
US-10773604-B2,"Method for operating an energy storage device in a motor vehicle, and motor vehicle ",Audi Ag,"Karl-Heinz Meitinger, Michael Wein, Martin Schüssler, Alois Stauber, Reinhard Hofmann",2014-10-24,2015-10-23,2020-09-15,2020-09-15,https://patents.google.com/patent/US10773604B2/en,https://patentimages.storage.googleapis.com/ed/e7/e4/ad3b79aa72c8f1/US10773604-20200915-D00000.png
US-D798788-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-04-22,2016-10-19,2017-10-03,2017-10-03,https://patents.google.com/patent/USD798788S1/en,https://patentimages.storage.googleapis.com/3b/f6/dc/7fa9880bda0500/USD0798788-20171003-D00000.png
US-10670663-B2,"Warning method for a high-voltage battery of a motor vehicle in the case of an accident of the motor vehicle, a warning system for carrying out the warning method, and a motor vehicle that comprises components of the warning system ",Audi Ag,"Nicholas Schmitt, Maik Hofmann",2017-11-09,2018-11-02,2020-06-02,2020-06-02,https://patents.google.com/patent/US10670663B2/en,https://patentimages.storage.googleapis.com/a7/49/6f/46eadfd130594b/US10670663-20200602-D00000.png
US-11340083-B2,Assignment of motor vehicles to charging stations ,Audi Ag,"Werner Wilding, Jörg Michael",2016-05-06,2017-04-26,2022-05-24,2022-05-24,https://patents.google.com/patent/US11340083B2/en,https://patentimages.storage.googleapis.com/e7/69/98/417399f2b27342/US11340083-20220524-D00000.png
US-10117057-B2,Method and system for locating a mobile device ,Audi Ag,"Florian Schuller, Harald Altinger",2014-02-26,2015-02-25,2018-10-30,2018-10-30,https://patents.google.com/patent/US10117057B2/en,https://patentimages.storage.googleapis.com/56/33/6a/6e28d8e8d6b9aa/US10117057-20181030-D00000.png
US-10833526-B2,Charging apparatus for wirelessly charging a rechargeable electrical energy store of a mobile terminal ,Audi Ag,"Holger Thiel, Frank Scholz",2016-09-06,2017-07-03,2020-11-10,2020-11-10,https://patents.google.com/patent/US10833526B2/en,https://patentimages.storage.googleapis.com/07/6d/3f/194cb7d48d9294/US10833526-20201110-D00000.png
US-D802483-S,"Motor vehicle, toy and/or replicas thereof ",Audi Ag,Stephan Fahr-Becker,2016-04-22,2016-10-21,2017-11-14,2017-11-14,https://patents.google.com/patent/USD802483S1/en,https://patentimages.storage.googleapis.com/e0/d9/16/52d6fda4c17a24/USD0802483-20171114-D00000.png
DE-102017217056-B4,Method and device for operating a driver assistance system and driver assistance system and motor vehicle ,"Audi Ag, Friedrich-Alexander-Universität Erlangen-Nürnberg","Christian Feist, Jörn Thielecke, Florian Particke, Lucila Patino-Studencki",2017-09-26,2017-09-26,2023-10-12,2023-10-12,https://patents.google.com/patent/DE102017217056B4/en,https://patentimages.storage.googleapis.com/f7/82/d9/8712186b841300/DE102017217056B4_0001.png
US-D808880-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-08-09,2017-02-08,2018-01-30,2018-01-30,https://patents.google.com/patent/USD808880S1/en,https://patentimages.storage.googleapis.com/ac/d2/85/db4ffb945f29b1/USD0808880-20180130-D00000.png
US-D790426-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-03-21,2016-09-20,2017-06-27,2017-06-27,https://patents.google.com/patent/USD790426S1/en,https://patentimages.storage.googleapis.com/cc/a8/5b/965ea712660ae9/USD0790426-20170627-D00000.png
US-10985589-B2,Method and battery management system for operating a traction battery in a motor vehicle and motor vehicle having such a battery management system ,Audi Ag,Wei Zhou,2017-06-20,2018-05-15,2021-04-20,2021-04-20,https://patents.google.com/patent/US10985589B2/en,https://patentimages.storage.googleapis.com/75/6d/4c/2e42ad82a9f80d/US10985589-20210420-D00000.png
US-10814872-B2,"Method for providing track information on a vehicle track, and system ",Audi Ag,"Nikoletta Sofra, Artur Burczyk, Simon Rührschneck",2015-11-12,2016-11-09,2020-10-27,2020-10-27,https://patents.google.com/patent/US10814872B2/en,https://patentimages.storage.googleapis.com/28/16/3d/db25f0570c5793/US10814872-20201027-D00000.png
US-11513212-B2,Motor vehicle and method for a 360° detection of the motor vehicle surroundings ,Audi Ag,"Tim Kubertschak, Thomas Bock",2016-10-14,2017-10-11,2022-11-29,2022-11-29,https://patents.google.com/patent/US11513212B2/en,https://patentimages.storage.googleapis.com/4a/53/79/01d619efb4caea/US11513212-20221129-D00000.png
US-9764629-B2,Vehicle body structure for a two-track vehicle ,Audi Ag,"Sven Schmalzrieth, Vladimir Idelevitch",2016-01-22,2017-01-18,2017-09-19,2017-09-19,https://patents.google.com/patent/US9764629B2/en,https://patentimages.storage.googleapis.com/2e/c5/3b/50bf3fa0e13859/US09764629-20170919-D00000.png
US-D793910-S,"Motor vehicle, toy and replicas thereof ",Audi Ag,Florian Liese,2016-03-03,2016-08-30,2017-08-08,2017-08-08,https://patents.google.com/patent/USD793910S1/en,https://patentimages.storage.googleapis.com/a4/7f/73/c58802132bd6de/USD0793910-20170808-D00000.png
US-D813099-S,Motor vehicle and/or other replicas thereof ,Audi Ag,Christian Brendel,2016-03-29,2016-09-27,2018-03-20,2018-03-20,https://patents.google.com/patent/USD813099S1/en,https://patentimages.storage.googleapis.com/25/54/ac/46b94c9cd28ef2/USD0813099-20180320-D00000.png
US-10232714-B2,Motor vehicle operating device with controller to provide bounce suppression for actuating element ,Audi Ag,Michael Wachinger,2015-07-02,2016-04-29,2019-03-19,2019-03-19,https://patents.google.com/patent/US10232714B2/en,https://patentimages.storage.googleapis.com/40/44/e0/a4b6e1929d5e59/US10232714-20190319-D00000.png
US-10269250-B2,Method for coordinating the traffic of motor vehicles in a parking environment ,Audi Ag,"Harald Altinger, Florian Schuller",2015-02-24,2016-02-12,2019-04-23,2019-04-23,https://patents.google.com/patent/US10269250B2/en,https://patentimages.storage.googleapis.com/4e/4c/c9/c1efe64be29a4a/US10269250-20190423-D00000.png
US-10726812-B2,"Method for controlling a display apparatus for a motor vehicle, and motor vehicle having a display apparatus ",Audi Ag,"Jacques Hélot, Joris Mertens",2016-08-31,2017-08-03,2020-07-28,2020-07-28,https://patents.google.com/patent/US10726812B2/en,https://patentimages.storage.googleapis.com/7e/dd/e0/b5922e0fb2b7d8/US10726812-20200728-D00000.png
US-D798217-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-04-22,2016-10-19,2017-09-26,2017-09-26,https://patents.google.com/patent/USD798217S1/en,https://patentimages.storage.googleapis.com/24/eb/4d/fc8fb5ef20f71d/USD0798217-20170926-D00000.png
US-D783492-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2015-08-06,2016-02-05,2017-04-11,2017-04-11,https://patents.google.com/patent/USD783492S1/en,https://patentimages.storage.googleapis.com/e9/ea/da/ac4b82d0efef3f/USD0783492-20170411-D00000.png
US-10053096-B2,"Method of operating a motor vehicle driven electrically at least temporarily on a roadway, control unit for a motor vehicle, and corresponding motor vehicle ",Audi Ag,"Karin Schunk, Christoph Ullrich",2016-02-10,2017-02-09,2018-08-21,2018-08-21,https://patents.google.com/patent/US10053096B2/en,https://patentimages.storage.googleapis.com/76/ba/34/861f7fc8201808/US10053096-20180821-D00000.png
US-D813781-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-08-09,2017-02-08,2018-03-27,2018-03-27,https://patents.google.com/patent/USD813781S1/en,https://patentimages.storage.googleapis.com/02/7a/5f/d342fe40bb95b3/USD0813781-20180327-D00000.png
US-D791670-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2016-03-21,2016-09-20,2017-07-11,2017-07-11,https://patents.google.com/patent/USD791670S1/en,https://patentimages.storage.googleapis.com/35/5f/71/d12fa2b633f954/USD0791670-20170711-D00000.png
US-11192434-B2,"Drive device for a vehicle axle, in particular a rear axle ",Audi Ag,Steffen Hummel,2016-09-28,2017-07-21,2021-12-07,2021-12-07,https://patents.google.com/patent/US11192434B2/en,https://patentimages.storage.googleapis.com/7e/21/2f/c94e014feada1b/US11192434-20211207-D00000.png
US-D783491-S,Vehicle wheel rim ,Audi Ag,"Andreas Valencia Pollex, Björn Wehrli",2015-05-07,2015-11-09,2017-04-11,2017-04-11,https://patents.google.com/patent/USD783491S1/en,https://patentimages.storage.googleapis.com/80/51/4c/bd847d9ad71509/USD0783491-20170411-D00000.png
US-D783457-S,"Motor vehicle, toy and/or replicas thereof ",Audi Ag,Björn Wehrli,2015-05-11,2015-11-11,2017-04-11,2017-04-11,https://patents.google.com/patent/USD783457S1/en,https://patentimages.storage.googleapis.com/06/22/99/8731562446a2bd/USD0783457-20170411-D00000.png
US-D726086-S,Vehicle wheel rim ,Audi Ag,Cesar Muntada Roura,2014-02-20,2014-08-20,2015-04-07,2015-04-07,https://patents.google.com/patent/USD726086S1/en,https://patentimages.storage.googleapis.com/4c/c9/5a/f089c939686e34/USD0726086-20150407-D00000.png
US-D759566-S,Vehicle wheel rim ,Audi Ag,Andreas Valencia Pollex,2015-05-07,2015-11-06,2016-06-21,2016-06-21,https://patents.google.com/patent/USD759566S1/en,https://patentimages.storage.googleapis.com/cc/2e/96/414657fddae282/USD0759566-20160621-D00000.png
