search URL:,https://patents.google.com/?assignee=Ford+Motor+Company%0A&after=priority:20130101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-D726615-S,Vehicle lift gate ,Ford Motor Company,"Max Wolff, James Everett Grake, George Bucher, Soohyoung Kim",2014-01-23,2014-01-23,2015-04-14,2015-04-14,https://patents.google.com/patent/USD726615S1/en,https://patentimages.storage.googleapis.com/ad/ec/ad/7dbe463817c347/USD0726615-20150414-D00000.png
US-D715719-S,Vehicle wheel ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, Dong H. Park",2014-05-05,2014-05-05,2014-10-21,2014-10-21,https://patents.google.com/patent/USD715719S1/en,https://patentimages.storage.googleapis.com/da/35/4c/7e38151d6b3f02/USD0715719-20141021-D00000.png
US-D738549-S,Vehicle tail lamp ,Ford Motor Company,"Wolfgang Gotschke, Uwe Pulver",2014-03-26,2014-03-26,2015-09-08,2015-09-08,https://patents.google.com/patent/USD738549S1/en,https://patentimages.storage.googleapis.com/be/c8/b7/3967680e0dd77a/USD0738549-20150908-D00000.png
US-D738269-S,Vehicle rear lower bumper cover insert ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-09-08,2015-09-08,https://patents.google.com/patent/USD738269S1/en,https://patentimages.storage.googleapis.com/02/4d/53/6cba36b193640a/USD0738269-20150908-D00000.png
US-D721304-S,Vehicle rear bumper cover ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, William K. Moore, Dong H. Park",2013-12-03,2013-12-03,2015-01-20,2015-01-20,https://patents.google.com/patent/USD721304S1/en,https://patentimages.storage.googleapis.com/d2/e5/4e/7ab52b6a85e903/USD0721304-20150120-D00000.png
US-D740184-S,Vehicle front lower grille ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-10-06,2015-10-06,https://patents.google.com/patent/USD740184S1/en,https://patentimages.storage.googleapis.com/44/f1/30/3adcacffff848c/USD0740184-20151006-D00000.png
US-D739315-S,Vehicle front lower bumper cover ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-09-22,2015-09-22,https://patents.google.com/patent/USD739315S1/en,https://patentimages.storage.googleapis.com/80/fb/4e/bdb9d213140096/USD0739315-20150922-D00000.png
US-D751014-S,Vehicle liftgate ,Ford Motor Company,"Max Wolff, Andrea Di Buduo, John Caswell",2014-12-15,2014-12-15,2016-03-08,2016-03-08,https://patents.google.com/patent/USD751014S1/en,https://patentimages.storage.googleapis.com/6a/81/68/4d4fb3c009ae91/USD0751014-20160308-D00000.png
US-D736134-S,Vehicle wheel ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, Dong H. Park, Richard Howard",2013-12-03,2013-12-03,2015-08-11,2015-08-11,https://patents.google.com/patent/USD736134S1/en,https://patentimages.storage.googleapis.com/ee/47/4e/a0aebbffc702c8/USD0736134-20150811-D00000.png
US-2018197440-A1,Method and device for evaluating driving behavior ,Ford Motor Company,"Meghashree Kowshika RAMACHANDRA, Andreas Ortseifen, Yuliya AKSYUTINA, Julian David POTT",2017-01-09,2017-12-11,2018-07-12,,https://patents.google.com/patent/US20180197440A1/en,https://patentimages.storage.googleapis.com/85/d2/4d/5d41359d25f0c7/US20180197440A1-20180712-D00000.png
US-D746742-S,Vehicle fender ,Ford Motor Company,"Kemal Curic, Darrell Behmer, Christopher Svensson, Moray Callum, Joel Piaskowski",2014-10-24,2014-10-24,2016-01-05,2016-01-05,https://patents.google.com/patent/USD746742S1/en,https://patentimages.storage.googleapis.com/65/71/1c/bb7e0b90fee7db/USD0746742-20160105-D00000.png
US-D722928-S,Vehicle hood ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2015-02-24,2015-02-24,https://patents.google.com/patent/USD722928S1/en,https://patentimages.storage.googleapis.com/72/09/6e/82815faf78903f/USD0722928-20150224-D00000.png
US-D714203-S,Vehicle wheel ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2014-09-30,2014-09-30,https://patents.google.com/patent/USD714203S1/en,https://patentimages.storage.googleapis.com/6e/30/bd/c6198e4c296b55/USD0714203-20140930-D00000.png
US-D754037-S,Vehicle front lower grille ,Ford Motor Company,"Darrell Behmer, Henry Bernardo, Damon Depeyster",2014-11-12,2014-11-12,2016-04-19,2016-04-19,https://patents.google.com/patent/USD754037S1/en,https://patentimages.storage.googleapis.com/b2/ef/98/492dadc1a35dc9/USD0754037-20160419-D00000.png
US-D721305-S,Vehicle front bumper cover ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2015-01-20,2015-01-20,https://patents.google.com/patent/USD721305S1/en,https://patentimages.storage.googleapis.com/63/dd/0b/a94780cbf23f14/USD0721305-20150120-D00000.png
US-D727220-S,Vehicle front upper grille ,Ford Motor Company,"Ernesto RUPAR, Dean Carbis",2014-02-13,2014-02-13,2015-04-21,2015-04-21,https://patents.google.com/patent/USD727220S1/en,https://patentimages.storage.googleapis.com/41/f0/e6/96b905de07bb05/USD0727220-20150421-D00000.png
US-D751009-S,Vehicle rear lower bumper cover insert ,Ford Motor Company,"Darrell Behmer, Henry Bernardo, Damon Depeyster",2014-11-12,2014-11-12,2016-03-08,2016-03-08,https://patents.google.com/patent/USD751009S1/en,https://patentimages.storage.googleapis.com/d4/27/be/cd66c820ffde26/USD0751009-20160308-D00000.png
US-D728424-S,Vehicle exterior ,Ford Motor Company,"Ernesto RUPAR, Dean Carbis, Wolfgang Gotschke, Thomas Morel, Uwe Pulver, John McLeod, Claudio Messale, Ulrike Kolb",2014-02-14,2014-02-14,2015-05-05,2015-05-05,https://patents.google.com/patent/USD728424S1/en,https://patentimages.storage.googleapis.com/ec/fc/ad/7a768fb4d867fe/USD0728424-20150505-D00000.png
US-D762148-S,Vehicle hood ,Ford Motor Company,"Gordon M Platto, Bradley A Richards, Dong H Park, Anthony Meyer",2015-01-06,2015-01-06,2016-07-26,2016-07-26,https://patents.google.com/patent/USD762148S1/en,https://patentimages.storage.googleapis.com/c4/63/8a/da9ffe7c136394/USD0762148-20160726-D00000.png
US-D756847-S,Vehicle exterior ,Ford Motor Company,"Garen Nicoghosian, Colin R Bonathan, Giancarlo Viganego, Todd Willing, Craig S Metros, Moray S Callum, Christopher Svensson",2015-01-12,2015-01-12,2016-05-24,2016-05-24,https://patents.google.com/patent/USD756847S1/en,https://patentimages.storage.googleapis.com/0d/1c/92/0b96c5c4bfea2e/USD0756847-20160524-D00000.png
US-D722923-S,Vehicle front lower grille ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2015-02-24,2015-02-24,https://patents.google.com/patent/USD722923S1/en,https://patentimages.storage.googleapis.com/0c/7a/7a/f7a9740974c642/USD0722923-20150224-D00000.png
US-D747016-S,Vehicle liftgate lamp ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2016-01-05,2016-01-05,https://patents.google.com/patent/USD747016S1/en,https://patentimages.storage.googleapis.com/3f/39/f6/c06b1887b1e833/USD0747016-20160105-D00000.png
US-D718207-S,Vehicle wheel ,Ford Motor Company,"James E. Grake, George Bucher, Michael Smith, Joel Piaskowski",2014-02-18,2014-02-18,2014-11-25,2014-11-25,https://patents.google.com/patent/USD718207S1/en,https://patentimages.storage.googleapis.com/d2/88/c4/6f58fb0db8893e/USD0718207-20141125-D00000.png
US-D744918-S,Vehicle mirror ,Ford Motor Company,"Andrea Di Buduo, John Caswell",2014-12-15,2014-12-15,2015-12-08,2015-12-08,https://patents.google.com/patent/USD744918S1/en,https://patentimages.storage.googleapis.com/36/1e/51/dd1a2faf754202/USD0744918-20151208-D00000.png
US-D726602-S,Vehicle rear upper bumper cover ,Ford Motor Company,"Ernesto RUPAR, Thomas Morel",2014-02-13,2014-02-13,2015-04-14,2015-04-14,https://patents.google.com/patent/USD726602S1/en,https://patentimages.storage.googleapis.com/2e/f7/c3/21a312f3dc92f6/USD0726602-20150414-D00000.png
US-D721625-S,Vehicle rear bumper cover ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2015-01-27,2015-01-27,https://patents.google.com/patent/USD721625S1/en,https://patentimages.storage.googleapis.com/83/1a/33/169821746f3960/USD0721625-20150127-D00000.png
US-D721306-S,Vehicle rear bumper cover ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2015-01-20,2015-01-20,https://patents.google.com/patent/USD721306S1/en,https://patentimages.storage.googleapis.com/1f/15/9c/1f0cb2c34e66fb/USD0721306-20150120-D00000.png
US-D750294-S,Vehicle tail lamp ,Ford Motor Company,"Max Wolff, James Everett Grake, George Bucher, Soohyoung Kim",2014-01-23,2014-01-23,2016-02-23,2016-02-23,https://patents.google.com/patent/USD750294S1/en,https://patentimages.storage.googleapis.com/c9/7a/f8/ea42230575db1a/USD0750294-20160223-D00000.png
US-D735626-S,Vehicle hood ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-08-04,2015-08-04,https://patents.google.com/patent/USD735626S1/en,https://patentimages.storage.googleapis.com/b9/2e/d7/84a30814840482/USD0735626-20150804-D00000.png
US-D720676-S,Vehicle wheel ,Ford Motor Company,"John C. Caswell, David C. Mahoney, Christopher Hamilton",2014-05-21,2014-05-21,2015-01-06,2015-01-06,https://patents.google.com/patent/USD720676S1/en,https://patentimages.storage.googleapis.com/60/2b/51/6d472b5742ac82/USD0720676-20150106-D00000.png
US-D726598-S,Vehicle front upper grille ,Ford Motor Company,"Ernesto RUPAR, Dean Carbis",2014-02-13,2014-02-13,2015-04-14,2015-04-14,https://patents.google.com/patent/USD726598S1/en,https://patentimages.storage.googleapis.com/90/dc/c3/99e640e60e157e/USD0726598-20150414-D00000.png
US-D722930-S,Vehicle fender ,Ford Motor Company,"Kevin George, George Bucher, Steven Gilmore, Shawn Wehrly",2013-12-10,2013-12-10,2015-02-24,2015-02-24,https://patents.google.com/patent/USD722930S1/en,https://patentimages.storage.googleapis.com/25/4d/a7/eae7a40ec8e95f/USD0722930-20150224-D00000.png
US-D750295-S,Vehicle tail lamp ,Ford Motor Company,"Wolfgang Gotschke, Uwe Pulver",2014-02-13,2014-02-13,2016-02-23,2016-02-23,https://patents.google.com/patent/USD750295S1/en,https://patentimages.storage.googleapis.com/77/22/e4/511b9a4bf7e642/USD0750295-20160223-D00000.png
US-D743853-S,Vehicle rear lower bumper cover insert ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-11-24,2015-11-24,https://patents.google.com/patent/USD743853S1/en,https://patentimages.storage.googleapis.com/82/0b/93/e228fe5360e7a2/USD0743853-20151124-D00000.png
US-D743588-S,Vehicle lift gate lamp ,Ford Motor Company,"Max Wolff, James Everett Grake, George Bucher, Soohyoung Kim",2014-01-23,2014-01-23,2015-11-17,2015-11-17,https://patents.google.com/patent/USD743588S1/en,https://patentimages.storage.googleapis.com/42/7a/57/06c1926abfe6c0/USD0743588-20151117-D00000.png
US-11269807-B2,Method and system for deconstructing and searching binary based vehicular data ,Ford Motor Company,"John SCHMOTZER, Yao Ge, Pol Llado, Taylor HAWLEY",2018-02-22,2018-02-22,2022-03-08,2022-03-08,https://patents.google.com/patent/US11269807B2/en,https://patentimages.storage.googleapis.com/16/6a/8b/834a69760716c8/US11269807-20220308-D00000.png
US-D731389-S,Vehicle wheel ,Ford Motor Company,"Wolfgang Gotschke, Ulrike Kolb",2014-02-13,2014-02-13,2015-06-09,2015-06-09,https://patents.google.com/patent/USD731389S1/en,https://patentimages.storage.googleapis.com/29/5f/68/d62a2452726553/USD0731389-20150609-D00000.png
US-D739321-S,Vehicle front lower skid plate ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-09-22,2015-09-22,https://patents.google.com/patent/USD739321S1/en,https://patentimages.storage.googleapis.com/f9/d2/0d/885c047d90c42e/USD0739321-20150922-D00000.png
US-D715208-S,Vehicle wheel ,Ford Motor Company,"James E. Grake, George Bucher, Michael Smith, Joel Piaskowski",2014-02-18,2014-02-18,2014-10-14,2014-10-14,https://patents.google.com/patent/USD715208S1/en,https://patentimages.storage.googleapis.com/f8/f3/00/0a32024fc679f4/USD0715208-20141014-D00000.png
US-D746736-S,Vehicle rear lower bumper cover ,Ford Motor Company,"Max Wolff, Andrea Di Buduo, John Caswell",2014-12-15,2014-12-15,2016-01-05,2016-01-05,https://patents.google.com/patent/USD746736S1/en,https://patentimages.storage.googleapis.com/eb/3d/62/bfa20f30e05572/USD0746736-20160105-D00000.png
US-D746737-S,Vehicle rear lower bumper cover insert ,Ford Motor Company,"Max Wolff, Andrea Di Buduo, John Caswell",2014-12-15,2014-12-15,2016-01-05,2016-01-05,https://patents.google.com/patent/USD746737S1/en,https://patentimages.storage.googleapis.com/e7/0c/d7/6c7bba778e3cdc/USD0746737-20160105-D00000.png
US-D751013-S,Vehicle hood scoop screen ,Ford Motor Company,"Kemal Curic, Darrell Behmer, Christopher Svensson, Moray Callum, Joel Piaskowski",2014-10-24,2014-10-24,2016-03-08,2016-03-08,https://patents.google.com/patent/USD751013S1/en,https://patentimages.storage.googleapis.com/0a/41/cb/205a2a1ef8094a/USD0751013-20160308-D00000.png
US-D704119-S,Vehicle wheel ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, Dong H. Park",2013-12-03,2013-12-03,2014-05-06,2014-05-06,https://patents.google.com/patent/USD704119S1/en,https://patentimages.storage.googleapis.com/6a/04/4d/ee1b479a84a267/USD0704119-20140506-D00000.png
US-D779398-S,Vehicle hood ,Ford Motor Company,"Gordon Platto, Sean Tant, Richard Howard",2015-08-28,2015-08-28,2017-02-21,2017-02-21,https://patents.google.com/patent/USD779398S1/en,https://patentimages.storage.googleapis.com/af/a3/9d/3280146abf297b/USD0779398-20170221-D00000.png
US-D789848-S,Vehicle rear bumper ,Ford Motor Company,"Gordon Platto, Sean Tant, William K. Moore, Jonathan Fontaine",2015-08-28,2015-08-28,2017-06-20,2017-06-20,https://patents.google.com/patent/USD789848S1/en,https://patentimages.storage.googleapis.com/01/14/a4/16342e0b5fe7fa/USD0789848-20170620-D00000.png
US-D738270-S,Vehicle rear upper bumper cover ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-09-08,2015-09-08,https://patents.google.com/patent/USD738270S1/en,https://patentimages.storage.googleapis.com/46/c0/01/a437f49f8c1a87/USD0738270-20150908-D00000.png
US-D740188-S,Vehicle fender ,Ford Motor Company,"Dillon R. Blanski, Murat Gueler, Christopher Hamilton",2014-05-21,2014-05-21,2015-10-06,2015-10-06,https://patents.google.com/patent/USD740188S1/en,https://patentimages.storage.googleapis.com/6a/18/da/befb4b48d6e05a/USD0740188-20151006-D00000.png
US-D750291-S,Vehicle taillight ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, William K. Moore, Bruce P. Williams",2013-12-03,2013-12-03,2016-02-23,2016-02-23,https://patents.google.com/patent/USD750291S1/en,https://patentimages.storage.googleapis.com/33/60/7f/2f50b59436f963/USD0750291-20160223-D00000.png
US-D730798-S,Vehicle wheel ,Ford Motor Company,"Jesse R. Diephuis, David C. Mahoney, Darrell P. Behmer",2014-05-21,2014-05-21,2015-06-02,2015-06-02,https://patents.google.com/patent/USD730798S1/en,https://patentimages.storage.googleapis.com/39/8b/e2/8b999bc2beb6a0/USD0730798-20150602-D00000.png
US-D754889-S,Vehicle tail lamp ,Ford Motor Company,"Wolfgang Gotschke, Uwe Pulver",2014-03-26,2014-03-26,2016-04-26,2016-04-26,https://patents.google.com/patent/USD754889S1/en,https://patentimages.storage.googleapis.com/b2/7a/75/3be499208344be/USD0754889-20160426-D00000.png
US-D720677-S,Vehicle wheel ,Ford Motor Company,"Jesse R. Diephuis, David C. Mahoney, Darrell P. Behmer",2014-05-21,2014-05-21,2015-01-06,2015-01-06,https://patents.google.com/patent/USD720677S1/en,https://patentimages.storage.googleapis.com/64/f3/a4/aef0c5848999d5/USD0720677-20150106-D00000.png
US-D732449-S,Vehicle wheel ,Ford Motor Company,"James E. Grake, George Bucher, Michael Smith, Joel Piaskowski",2014-02-18,2014-02-18,2015-06-23,2015-06-23,https://patents.google.com/patent/USD732449S1/en,https://patentimages.storage.googleapis.com/b8/05/f5/41e7b15f8f6474/USD0732449-20150623-D00000.png
US-D798787-S,Vehicle wheel ,Ford Motor Company,"Solomon H Song, Mark Kaski, Max Wolff",2015-06-26,2015-06-26,2017-10-03,2017-10-03,https://patents.google.com/patent/USD798787S1/en,https://patentimages.storage.googleapis.com/44/2e/a8/be7874e103b4d3/USD0798787-20171003-D00000.png
US-D721621-S,Vehicle front upper bumper cover ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, John Kim",2013-12-03,2013-12-03,2015-01-27,2015-01-27,https://patents.google.com/patent/USD721621S1/en,https://patentimages.storage.googleapis.com/7b/e8/39/ce2df2796dc3dc/USD0721621-20150127-D00000.png
US-D764372-S,Vehicle wheel ,Ford Motor Company,"Darrell Behmer, Henry Bernardo, Damon Depeyster",2014-11-12,2014-11-12,2016-08-23,2016-08-23,https://patents.google.com/patent/USD764372S1/en,https://patentimages.storage.googleapis.com/20/e7/ac/5815b4033152bd/USD0764372-20160823-D00000.png
US-D750926-S,Vehicle seat cushion ,Ford Motor Company,"Johnathan A Line, Marc S Kondrad, Daniel Ferretti, Nahshon Francis, Kevin Preuss, Soo Y Kang-Morales",2015-03-16,2015-03-16,2016-03-08,2016-03-08,https://patents.google.com/patent/USD750926S1/en,https://patentimages.storage.googleapis.com/33/bc/93/a1d3db3ce7fa27/USD0750926-20160308-D00000.png
US-D727221-S,Vehicle front lower grille ,Ford Motor Company,"Ernesto RUPAR, Dean Carbis",2014-02-13,2014-02-13,2015-04-21,2015-04-21,https://patents.google.com/patent/USD727221S1/en,https://patentimages.storage.googleapis.com/60/50/32/c85cf5d309f6f0/USD0727221-20150421-D00000.png
US-D750298-S,Vehicle tail lamp ,Ford Motor Company,"Wolfgang Gotschke, Uwe Pulver",2014-02-13,2014-02-13,2016-02-23,2016-02-23,https://patents.google.com/patent/USD750298S1/en,https://patentimages.storage.googleapis.com/f5/f3/fe/7a5680c1df4311/USD0750298-20160223-D00000.png
US-D706700-S,Vehicle wheel ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, Dong H. Park",2013-12-03,2013-12-03,2014-06-10,2014-06-10,https://patents.google.com/patent/USD706700S1/en,https://patentimages.storage.googleapis.com/e4/87/c2/b4b25e40d39ec9/USD0706700-20140610-D00000.png
US-D706695-S,Vehicle wheel ,Ford Motor Company,"Gordon M. Platto, Bardley A. Richards, Moray S. Callum, Joel Piaskowski, Dong H. Park, Richard Howard",2013-12-03,2013-12-03,2014-06-10,2014-06-10,https://patents.google.com/patent/USD706695S1/en,https://patentimages.storage.googleapis.com/42/1a/5f/1ee9acd452f86c/USD0706695-20140610-D00000.png
US-D764991-S,Vehicle interior ,Ford Motor Company,"David Woodhouse, Bonghoon L Chung, Moray S Callum, Soo Y Kang-Morales",2015-03-30,2015-03-30,2016-08-30,2016-08-30,https://patents.google.com/patent/USD764991S1/en,https://patentimages.storage.googleapis.com/f7/5f/4c/c8810dfce61133/USD0764991-20160830-D00000.png
US-9957584-B2,Method and system for enhancing rivetability ,Ford Motor Company,"Aindrea McKelvey Campbell, Constantin CHIRIAC, Garret Sankey Huff, Raj Sohmshetty",2015-08-10,2015-08-10,2018-05-01,2018-05-01,https://patents.google.com/patent/US9957584B2/en,https://patentimages.storage.googleapis.com/1d/e5/f4/aa9cb082650373/US09957584-20180501-D00001.png
US-D724513-S,Vehicle wheel ,Ford Motor Company,"Max Wolff, James Everett Grake, George Bucher, Soohyoung Kim",2014-01-23,2014-01-23,2015-03-17,2015-03-17,https://patents.google.com/patent/USD724513S1/en,https://patentimages.storage.googleapis.com/40/d5/c6/6ced23d7459e1e/USD0724513-20150317-D00000.png
US-D751008-S,Vehicle rear lower bumper cover ,Ford Motor Company,"Darrell Behmer, Henry Bernardo, Damon Depeyster",2014-11-12,2014-11-12,2016-03-08,2016-03-08,https://patents.google.com/patent/USD751008S1/en,https://patentimages.storage.googleapis.com/ae/32/4d/e8dd28b76a9b21/USD0751008-20160308-D00000.png
US-D775026-S,Vehicle front air dam ,Ford Motor Company,"Gordon Platto, Sean Tant, William K. Moore",2015-08-28,2015-08-28,2016-12-27,2016-12-27,https://patents.google.com/patent/USD775026S1/en,https://patentimages.storage.googleapis.com/8d/3d/6f/cbcfbebd588e52/USD0775026-20161227-D00000.png
US-D738278-S,Vehicle wheel ,Ford Motor Company,"Max Wolff, Solomon H Song, John Caswell",2015-02-10,2015-02-10,2015-09-08,2015-09-08,https://patents.google.com/patent/USD738278S1/en,https://patentimages.storage.googleapis.com/a8/7b/fb/aed0b29dc9ed7d/USD0738278-20150908-D00000.png
US-D706699-S,Vehicle wheel ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, William K. Moore, Dong H. Park",2013-12-03,2013-12-03,2014-06-10,2014-06-10,https://patents.google.com/patent/USD706699S1/en,https://patentimages.storage.googleapis.com/b7/68/00/29f87e95655f5d/USD0706699-20140610-D00000.png
US-D721623-S,Vehicle front lower bumper cover ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, John Kim",2013-12-03,2013-12-03,2015-01-27,2015-01-27,https://patents.google.com/patent/USD721623S1/en,https://patentimages.storage.googleapis.com/a0/42/01/c196a2da29ac6e/USD0721623-20150127-D00000.png
US-D721314-S,Vehicle fender ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, John Kim, William K. Moore",2013-12-03,2013-12-03,2015-01-20,2015-01-20,https://patents.google.com/patent/USD721314S1/en,https://patentimages.storage.googleapis.com/1c/c6/21/b4bd474bb3e471/USD0721314-20150120-D00000.png
US-D750816-S,Vehicle headlight ,Ford Motor Company,"Gordon M. Platto, Bradley A. Richards, Moray S. Callum, Joel Piaskowski, John Kim, Bruce P. Williams",2013-12-03,2013-12-03,2016-03-01,2016-03-01,https://patents.google.com/patent/USD750816S1/en,https://patentimages.storage.googleapis.com/71/98/4a/9eddc4a0ca4d11/USD0750816-20160301-D00000.png
US-2019272760-A1,Methods and apparatus to enable vehicle-to-vehicle guidance and tracking ,Ford Motor Company,"Michael McQuillen, Gopichandra Surnilla, Daniel A. Makled, Hao Zhang",2016-11-18,2016-11-18,2019-09-05,,https://patents.google.com/patent/US20190272760A1/en,https://patentimages.storage.googleapis.com/be/6b/7b/22205211e629ec/US20190272760A1-20190905-D00000.png
US-10259184-B2,Aluminum dust collection and compacting apparatus ,Ford Motor Company,Frank Bishop,2017-04-03,2017-04-03,2019-04-16,2019-04-16,https://patents.google.com/patent/US10259184B2/en,https://patentimages.storage.googleapis.com/70/bd/80/eb4e009d087d1c/US10259184-20190416-D00000.png
US-D730800-S,Vehicle wheel ,Ford Motor Company,"Darrell Behmer, Henry Bernardo, Damon Depeyster",2014-11-12,2014-11-12,2015-06-02,2015-06-02,https://patents.google.com/patent/USD730800S1/en,https://patentimages.storage.googleapis.com/13/be/8f/bccf27f1020772/USD0730800-20150602-D00000.png
