search URL:,https://patents.google.com/?assignee=Contemporary+Amperex+Technology+Co.+Limited%0A&after=priority:20130101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
EP-3255697-B1,Top cover of power battery and power battery ,"Contemporary Amperex Technology Co., Limited","Quankun Li, Jian Guo, Pinghua DENG, Peng Wang, Kai Wu, Yongshou Lin",2016-06-07,2017-01-11,2020-05-06,2020-05-06,https://patents.google.com/patent/EP3255697B1/en,https://patentimages.storage.googleapis.com/1e/8b/32/afd85565ddd585/imgf0001.png
US-10673032-B2,"Power battery top cap structure, power battery and battery module ","Contemporary Amperex Technology Co., Limited","Zhijun Guo, Peng Wang",2017-02-13,2018-02-02,2020-06-02,2020-06-02,https://patents.google.com/patent/US10673032B2/en,https://patentimages.storage.googleapis.com/2d/7e/f0/38bb1f9b0f5647/US10673032-20200602-D00000.png
EP-3282541-B1,Distributed battery management system ,"Contemporary Amperex Technology Co., Limited","Libing CHAN, Yang Gao, Lijuan Liu",2016-08-10,2017-08-09,2019-10-16,2019-10-16,https://patents.google.com/patent/EP3282541B1/en,https://patentimages.storage.googleapis.com/b5/be/72/93a4db91132d28/imgf0001.png
US-11721811-B2,Negative electrode plate and secondary battery ,"Contemporary Amperex Technology Co., Limited","Yaping Huang, Mingkui GUO, Yaohui Wang, Yongshou Lin, Fenggang Zhao",2018-08-28,2020-12-23,2023-08-08,2023-08-08,https://patents.google.com/patent/US11721811B2/en,
US-11757123-B2,Cap assembly for a secondary battery and secondary battery ,"Contemporary Amperex Technology Co., Limited","Quankun Li, Peng Wang, Taosheng ZHU",2017-08-30,2018-02-12,2023-09-12,2023-09-12,https://patents.google.com/patent/US11757123B2/en,https://patentimages.storage.googleapis.com/e6/31/ad/45fbe6e2348c93/US11757123-20230912-D00000.png
US-10236488-B2,Battery pack ,"Contemporary Amperex Technology Co., Limited",Qing Li,2016-03-03,2016-10-20,2019-03-19,2019-03-19,https://patents.google.com/patent/US10236488B2/en,https://patentimages.storage.googleapis.com/c1/0e/ee/20dfce47a783b0/US10236488-20190319-D00000.png
US-10644344-B1,Clamping apparatus and transport device ,"Contemporary Amperex Technology Co., Limited","Zhen Ye, Hongwen CHANG, Wenqian HUANG, Wancai ZHANG, Guodong Li, Cunquan WU",2018-12-11,2019-03-30,2020-05-05,2020-05-05,https://patents.google.com/patent/US10644344B1/en,https://patentimages.storage.googleapis.com/20/7d/79/3d241ce64fc047/US10644344-20200505-D00000.png
EP-3748732-B1,Secondary battery ,"Contemporary Amperex Technology Co., Limited","Jie Zhang, Zhijun Guo, Peng Wang, Guowei Li, Taosheng ZHU",2018-02-01,2018-04-17,2022-08-31,2022-08-31,https://patents.google.com/patent/EP3748732B1/en,https://patentimages.storage.googleapis.com/e8/d4/51/bb1d0b7af3aca9/imgf0001.png
US-11482761-B2,Secondary battery and battery module ,"Contemporary Amperex Technology Co., Limited","Quankun Li, Peng Wang, Taosheng ZHU, Baisong Chen",2017-08-30,2020-02-19,2022-10-25,2022-10-25,https://patents.google.com/patent/US11482761B2/en,https://patentimages.storage.googleapis.com/c4/d6/33/f549d4ed425c1b/US11482761-20221025-D00000.png
US-11108247-B2,"Method, apparatus, device and medium for equalization control of battery packs ","Contemporary Amperex Technology Co., Limited","Shichao LI, Mingshu DU, Shenzhi Tang, Jian Ruan, Yanhua Lu, Wei Zhang",2019-04-24,2020-11-30,2021-08-31,2021-08-31,https://patents.google.com/patent/US11108247B2/en,https://patentimages.storage.googleapis.com/b2/76/81/2277fac5976cdc/US11108247-20210831-D00000.png
US-11239525-B2,Battery pack ,"Contemporary Amperex Technology Co., Limited","Yu Tang, Yanbo Chen, Peng Wang, Kaijie YOU, Xingdi CHEN",2019-08-02,2020-04-02,2022-02-01,2022-02-01,https://patents.google.com/patent/US11239525B2/en,https://patentimages.storage.googleapis.com/e6/5e/2e/002a1aa802fa34/US11239525-20220201-D00000.png
US-11637345-B2,"Cap assembly for secondary battery, secondary battery and battery module ","Contemporary Amperex Technology Co., Limited","Quankun Li, Peng Wang, Taosheng ZHU",2017-08-30,2018-02-09,2023-04-25,2023-04-25,https://patents.google.com/patent/US11637345B2/en,https://patentimages.storage.googleapis.com/bd/5c/60/6a26686a053110/US11637345-20230425-D00000.png
US-10522886-B2,"Battery unit, battery module and battery pack ","Contemporary Amperex Technology Co., Limited","Qing Li, Ruobo YOU",2015-12-01,2017-04-17,2019-12-31,2019-12-31,https://patents.google.com/patent/US10522886B2/en,https://patentimages.storage.googleapis.com/e3/0c/a0/7bcf4fdaedb99d/US10522886-20191231-D00000.png
EP-3573172-B1,Heating control method and heating control device ,"Contemporary Amperex Technology Co., Limited","Zhimin Dan, Wenbin Lu, Wei Zhang, Yizhen HOU, Teng YU, Xiyang ZUO, Xingyuan WU, Taosheng ZHU",2018-05-22,2019-01-03,2020-09-23,2020-09-23,https://patents.google.com/patent/EP3573172B1/en,https://patentimages.storage.googleapis.com/8e/91/da/4e03a35a6854b9/imgf0001.png
US-10651498-B2,Secondary battery and vehicle ,"Contemporary Amperex Technology Co., Limited","Xiang Li, Chengyou Xing, Peng Wang, Rulai Cai",2018-01-12,2018-10-23,2020-05-12,2020-05-12,https://patents.google.com/patent/US10651498B2/en,https://patentimages.storage.googleapis.com/0b/e3/57/b4bdbebf6facdd/US10651498-20200512-D00000.png
EP-3483954-B1,"Positive electrode plate, electrochemical device and safety coating ","Contemporary Amperex Technology Co., Limited","Zhenhua Li, Xing Li, Xiaowen Zhang",2017-11-08,2018-10-12,2021-12-22,2021-12-22,https://patents.google.com/patent/EP3483954B1/en,https://patentimages.storage.googleapis.com/b4/dd/c6/9529fc795b728a/imgf0001.png
US-10403878-B2,Method and system for supplying lithium to electrode plate ,"Contemporary Amperex Technology Co., Limited","Keqiang Li, Zuyu WU, Wutang ZHANG",2016-01-11,2016-09-02,2019-09-03,2019-09-03,https://patents.google.com/patent/US10403878B2/en,https://patentimages.storage.googleapis.com/d4/08/b1/afde4d99af6c8c/US10403878-20190903-D00000.png
EP-3905396-B1,Electrode assembly and lithium ion battery ,"Contemporary Amperex Technology Co., Limited","Longfei YANG, Guobao Wang, Xiaomei Liu, Jiang Liu, Yongshou Lin, Fenggang Zhao",2018-12-28,2019-02-26,2023-03-15,2023-03-15,https://patents.google.com/patent/EP3905396B1/en,https://patentimages.storage.googleapis.com/cd/8a/46/eb91df375fb162/imgf0001.png
US-11050052-B2,Lithium ion battery and negative electrode material thereof ,"Contemporary Amperex Technology Co., Limited","Wenzhu Xu, Jianqing Sun, Guangbo Lu, Fan Sun, Qifan ZOU, Shengwei Wang",2016-12-06,2019-06-06,2021-06-29,2021-06-29,https://patents.google.com/patent/US11050052B2/en,https://patentimages.storage.googleapis.com/6e/29/a6/b7b7c6c6d1e280/US11050052-20210629-D00000.png
US-11121436-B2,Secondary battery ,"Contemporary Amperex Technology Co., Limited","Yulian ZHENG, Chengyou Xing, Zhijun Guo, Peng Wang",2016-12-02,2019-12-09,2021-09-14,2021-09-14,https://patents.google.com/patent/US11121436B2/en,https://patentimages.storage.googleapis.com/8f/c2/b1/4d49f1a29d35b2/US11121436-20210914-D00000.png
EP-3796432-B1,"Positive electrode lithium supplementing material, and manufacturing method therefor and use thereof ","Contemporary Amperex Technology Co., Limited","Fan Wang, Xiaomei Liu, Xianfeng Zheng, Guobao Wang",2018-12-26,2019-11-25,2022-11-02,2022-11-02,https://patents.google.com/patent/EP3796432B1/en,https://patentimages.storage.googleapis.com/e9/62/8a/0659125afecf46/imgf0001.png
US-11552286-B2,Lithium-ion battery ,"Contemporary Amperex Technology Co., Limited","Manfang Zhang, Shengwei Wang, Fuping Luo, Xinxin Du, Qiaoge WANG",2018-06-29,2019-06-21,2023-01-10,2023-01-10,https://patents.google.com/patent/US11552286B2/en,
US-2022037660-A1,"Positive electrode active material and preparation method therefor, sodium ion battery, and apparatus comprising sodium ion battery ","Contemporary Amperex Technology Co., Limited","Jinyou Zhu, Yongsheng Guo, Chengdu Liang, Qian Liu, Wenguang Lin",2019-02-12,2021-08-12,2022-02-03,,https://patents.google.com/patent/US20220037660A1/en,https://patentimages.storage.googleapis.com/2f/36/25/6af40b84e5c629/US20220037660A1-20220203-D00000.png
EP-3626507-B1,Control apparatus and power supply system ,"Contemporary Amperex Technology Co., Limited","Yuqun Zeng, Kai Wu, Chao Wang, Wei Dai, Qiandeng LI",2018-09-21,2019-03-26,2023-03-01,2023-03-01,https://patents.google.com/patent/EP3626507B1/en,https://patentimages.storage.googleapis.com/f7/ff/f2/8e181b523c1ed7/imgf0001.png
EP-3471234-A1,"Method, apparatus, and device for charging a battery and storage medium ","Contemporary Amperex Technology Co., Limited","Qifan ZOU, Fuping Luo, Xinxin DU, Shengwei Wang, Wenzhu Xu",2017-09-27,2018-09-24,2019-04-17,,https://patents.google.com/patent/EP3471234A1/en,https://patentimages.storage.googleapis.com/10/20/10/9a0e2da66194e2/imgf0001.png
US-11705604-B2,Battery module with fireproof and fire-extinguishing components ,"Contemporary Amperex Technology Co., Limited","Xingdi CHEN, Kaijie YOU, Weilong LIN, Jun Ma, Yuepan HOU, Ziyuan LI",2019-03-07,2019-07-10,2023-07-18,2023-07-18,https://patents.google.com/patent/US11705604B2/en,https://patentimages.storage.googleapis.com/af/f9/31/cb607a915c1309/US11705604-20230718-D00000.png
EP-3270439-B1,Battery module ,"Contemporary Amperex Technology Co., Limited","Chuanlian CHEN, Yanhuo Xiang, Derong Wang, Yuejian Wu",2016-07-13,2017-07-05,2019-04-10,2019-04-10,https://patents.google.com/patent/EP3270439B1/en,https://patentimages.storage.googleapis.com/2f/45/76/86fd7d0491d3cc/imgf0001.png
US-11139471-B2,Lithium ion battery ,"Contemporary Amperex Technology Co., Limited","Ming Zhang, Hao Zhang, Cuiping Zhang, Changlong HAN, Chenghua FU",2018-05-17,2019-05-17,2021-10-05,2021-10-05,https://patents.google.com/patent/US11139471B2/en,https://patentimages.storage.googleapis.com/40/73/5e/b12f9e30283c47/US11139471-20211005-D00000.png
EP-3477745-B1,"Positive eletrode plate, preparation method thereof and sodium-ion battery ","Contemporary Amperex Technology Co., Limited","Ying Wang, Yongsheng Guo, Chengdu Liang, Xiqing Wang, Shuojian SU, Qian Liu",2017-10-30,2018-10-09,2022-01-05,2022-01-05,https://patents.google.com/patent/EP3477745B1/en,
US-2018145324-A1,Lithium ion battery and positive electrode material thereof ,"Contemporary Amperex Technology Co., Limited","Hui Liu, Yini Yuan, Long Wang, Na LIU",2016-11-18,2017-11-20,2018-05-24,,https://patents.google.com/patent/US20180145324A1/en,https://patentimages.storage.googleapis.com/4b/66/e5/012e209e99e12e/US20180145324A1-20180524-D00000.png
WO-2019148662-A1,"Cap assembly of secondary battery, and secondary battery ",宁德时代新能源科技股份有限公司,"张捷, 郭志君, 王鹏, 李国伟",2018-02-01,2018-04-17,2019-08-08,,https://patents.google.com/patent/WO2019148662A1/en,https://patentimages.storage.googleapis.com/b3/db/37/135f6e053737ae/PCTCN2018083381-appb-300001.png
US-11424450-B2,"Prussian blue positive electrode material, preparation method therefor, and electrochemical energy storage device ","Contemporary Amperex Technology Co., Limited","Xiqing Wang, Yongsheng Guo, Chengdu Liang, Shuojian Su, Ying Wang",2017-05-18,2019-11-14,2022-08-23,2022-08-23,https://patents.google.com/patent/US11424450B2/en,https://patentimages.storage.googleapis.com/12/d0/00/2ca84593c39e8c/US11424450-20220823-D00000.png
US-11557816-B2,Secondary battery ,"Contemporary Amperex Technology Co., Limited","Xiang Li, Jiajun Wang, Rulai Cai, Peng Wang, Wei Yang",2016-12-02,2020-12-18,2023-01-17,2023-01-17,https://patents.google.com/patent/US11557816B2/en,https://patentimages.storage.googleapis.com/5c/8a/04/d4f9b3e07a696d/US11557816-20230117-D00000.png
US-2022021070-A1,Battery pack and device ,"Contemporary Amperex Technology Co., Limited","Haiqi YANG, Xingyuan Wu, Minjie Zheng, Jiarong HONG, Langchao HU",2020-02-21,2021-09-29,2022-01-20,,https://patents.google.com/patent/US20220021070A1/en,https://patentimages.storage.googleapis.com/68/6c/64/23e415558c3fcc/US20220021070A1-20220120-D00000.png
WO-2019165796-A1,Battery and method for testing remaining active lithium capacity in negative electrode piece after battery discharging ,宁德时代新能源科技股份有限公司,"杨龙飞, 王国宝, 刘江, 杜国栋, 刘晓梅",2018-02-28,2018-10-31,2019-09-06,,https://patents.google.com/patent/WO2019165796A1/en,https://patentimages.storage.googleapis.com/45/1f/89/2518bfdfcf7903/WO-DOC-FIGURE-1.png
US-2021336262-A1,"Positive electrode active material and its preparation method, sodium ion battery and apparatus containing the sodium ion battery ","Contemporary Amperex Technology Co., Limited","Qian Liu, Wenguang Lin, Chengdu Liang, Yongsheng Guo",2019-01-11,2021-07-09,2021-10-28,,https://patents.google.com/patent/US20210336262A1/en,https://patentimages.storage.googleapis.com/a1/a7/2f/4bc89e270d8a03/US20210336262A1-20211028-D00000.png
EP-3930035-B1,"Electrode pole piece, electrochemical device ","Contemporary Amperex Technology Co., Limited","Wei Li, Jing Li, Qingrui Xue, Zige Zhang, Xianwei Yang, Yang Zhang",2019-06-28,2019-12-30,2023-06-14,2023-06-14,https://patents.google.com/patent/EP3930035B1/en,https://patentimages.storage.googleapis.com/79/ce/86/254523d64dc98e/imgf0001.png
US-11502328-B2,Lithium-ion battery ,"Contemporary Amperex Technology Co., Limited","Wenzhu Xu, Chuanmiao YAN, Fuping Luo, Xinxin Du, Jiao CAO",2018-06-29,2019-06-17,2022-11-15,2022-11-15,https://patents.google.com/patent/US11502328B2/en,
EP-3886198-B1,Battery box ,"Contemporary Amperex Technology Co., Limited","Haihua Huang, Weigang SHI",2018-12-27,2019-04-15,2023-02-15,2023-02-15,https://patents.google.com/patent/EP3886198B1/en,https://patentimages.storage.googleapis.com/7e/fc/8d/f7b7bff3bfba82/imgf0001.png
US-11342547-B2,"Positive electrode, method for preparing the same and electrochemical device ","Contemporary Amperex Technology Co., Limited","Shiwen Wang, Qisen HUANG, Huafeng HUANG, Chengdu Liang",2017-12-29,2018-12-28,2022-05-24,2022-05-24,https://patents.google.com/patent/US11342547B2/en,https://patentimages.storage.googleapis.com/3b/02/2f/9821d3279c317a/US11342547-20220524-D00000.png
CN-205406588-U,Battery box ,宁德时代新能源科技股份有限公司,"王增忠, 周灵刚, 王德荣, 宋毅, 史启通",2016-02-22,2016-02-22,2016-07-27,2016-07-27,https://patents.google.com/patent/CN205406588U/en,
EP-3588630-A1,Positive electrode plate and lithium ion battery ,"Contemporary Amperex Technology Co., Limited","Rui DU, Na LIU, Chuanmiao Yan, Yongchao LIU",2018-06-28,2019-06-27,2020-01-01,,https://patents.google.com/patent/EP3588630A1/en,
US-10511062-B2,System and method for self-isolating abnormal battery ,"Contemporary Amperex Technology Co., Limited","Kai Liu, Xiaoqing XUE, Shijie Wu, Chao Hsien TANG, Zhu Feng",2016-02-03,2016-12-30,2019-12-17,2019-12-17,https://patents.google.com/patent/US10511062B2/en,https://patentimages.storage.googleapis.com/d7/88/dc/8610cb8f459f82/US10511062-20191217-D00000.png
US-11085960-B2,Insulation detection method ,"Contemporary Amperex Technology Co., Limited","Le CHU, Qiandeng LI, Yanhui FU, Qidong LOU",2018-08-31,2019-03-26,2021-08-10,2021-08-10,https://patents.google.com/patent/US11085960B2/en,https://patentimages.storage.googleapis.com/3d/86/47/bfa36c62c00466/US11085960-20210810-D00000.png
EP-3379598-B1,Battery pack protective frame and battery pack ,"Contemporary Amperex Technology Co., Limited","Kangyu Wang, Yanhuo Xiang, Mu QIAN, Zongxiang Luo, Jiubiao Lin, Lei Yang",2017-03-23,2018-03-14,2020-02-12,2020-02-12,https://patents.google.com/patent/EP3379598B1/en,https://patentimages.storage.googleapis.com/bd/71/7b/a0019552572a4d/imgf0001.png
US-10923761-B2,Lithium-ion battery ,"Contemporary Amperex Technology Co., Limited","Jiao CAO, Qifan ZOU, Guangbo Lu, Shengwei Wang, Wenzhu Xu",2018-06-29,2019-02-11,2021-02-16,2021-02-16,https://patents.google.com/patent/US10923761B2/en,
